date,canonical_id,hype_index,price,track
2024-09-24,66-666-years-advent-of-the-dark-mage,0.4923,106.19,real
2024-09-25,66-666-years-advent-of-the-dark-mage,0.4923,106.19,real
2024-09-26,66-666-years-advent-of-the-dark-mage,0.4923,106.19,real
2024-09-27,66-666-years-advent-of-the-dark-mage,0.4923,106.19,real
2024-09-28,66-666-years-advent-of-the-dark-mage,0.4923,106.19,real
2024-09-29,66-666-years-advent-of-the-dark-mage,-0.8525,104.84,real
2024-09-30,66-666-years-advent-of-the-dark-mage,-0.8525,104.84,real
2024-10-01,66-666-years-advent-of-the-dark-mage,-0.8525,104.84,real
2024-10-02,66-666-years-advent-of-the-dark-mage,-0.8525,104.84,real
2024-10-03,66-666-years-advent-of-the-dark-mage,-0.8525,104.84,real
2024-10-04,66-666-years-advent-of-the-dark-mage,-0.8525,104.84,real
2024-10-05,66-666-years-advent-of-the-dark-mage,-0.8525,104.84,real
2024-10-06,66-666-years-advent-of-the-dark-mage,-0.9691,103.33,real
2024-10-07,66-666-years-advent-of-the-dark-mage,-0.9691,103.33,real
2024-10-08,66-666-years-advent-of-the-dark-mage,-0.9691,103.33,real
2024-10-09,66-666-years-advent-of-the-dark-mage,-0.9691,103.33,real
2024-10-10,66-666-years-advent-of-the-dark-mage,-0.9691,103.33,real
2024-10-11,66-666-years-advent-of-the-dark-mage,-0.9691,103.33,real
2024-10-12,66-666-years-advent-of-the-dark-mage,-0.9691,103.33,real
2024-10-13,66-666-years-advent-of-the-dark-mage,0.2741,103.76,real
2024-10-14,66-666-years-advent-of-the-dark-mage,0.2741,103.76,real
2024-10-15,66-666-years-advent-of-the-dark-mage,0.2741,103.76,real
2024-10-16,66-666-years-advent-of-the-dark-mage,0.2741,103.76,real
2024-10-17,66-666-years-advent-of-the-dark-mage,0.2741,103.76,real
2024-10-18,66-666-years-advent-of-the-dark-mage,0.2741,103.76,real
2024-10-19,66-666-years-advent-of-the-dark-mage,0.2741,103.76,real
2024-10-20,66-666-years-advent-of-the-dark-mage,1.0125,105.35,real
2024-10-21,66-666-years-advent-of-the-dark-mage,1.0125,105.35,real
2024-10-22,66-666-years-advent-of-the-dark-mage,1.0125,105.35,real
2024-10-23,66-666-years-advent-of-the-dark-mage,1.0125,105.35,real
2024-10-24,66-666-years-advent-of-the-dark-mage,1.0125,105.35,real
2024-10-25,66-666-years-advent-of-the-dark-mage,1.0125,105.35,real
2024-10-26,66-666-years-advent-of-the-dark-mage,1.0125,105.35,real
2024-10-27,66-666-years-advent-of-the-dark-mage,0.9881,106.92,real
2024-10-28,66-666-years-advent-of-the-dark-mage,0.9881,106.92,real
2024-10-29,66-666-years-advent-of-the-dark-mage,0.9881,106.92,real
2024-10-30,66-666-years-advent-of-the-dark-mage,0.9881,106.92,real
2024-10-31,66-666-years-advent-of-the-dark-mage,0.9881,106.92,real
2024-11-01,66-666-years-advent-of-the-dark-mage,0.9881,106.92,real
2024-11-02,66-666-years-advent-of-the-dark-mage,0.9881,106.92,real
2024-11-03,66-666-years-advent-of-the-dark-mage,0.5217,107.76,real
2024-11-04,66-666-years-advent-of-the-dark-mage,0.5217,107.76,real
2024-11-05,66-666-years-advent-of-the-dark-mage,0.5217,107.76,real
2024-11-06,66-666-years-advent-of-the-dark-mage,0.5217,107.76,real
2024-11-07,66-666-years-advent-of-the-dark-mage,0.5217,107.76,real
2024-11-08,66-666-years-advent-of-the-dark-mage,0.5217,107.76,real
2024-11-09,66-666-years-advent-of-the-dark-mage,0.5217,107.76,real
2024-11-10,66-666-years-advent-of-the-dark-mage,-0.7491,106.55,real
2024-11-11,66-666-years-advent-of-the-dark-mage,-0.7491,106.55,real
2024-11-12,66-666-years-advent-of-the-dark-mage,-0.7491,106.55,real
2024-11-13,66-666-years-advent-of-the-dark-mage,-0.7491,106.55,real
2024-11-14,66-666-years-advent-of-the-dark-mage,-0.7491,106.55,real
2024-11-15,66-666-years-advent-of-the-dark-mage,-0.7491,106.55,real
2024-11-16,66-666-years-advent-of-the-dark-mage,-0.7491,106.55,real
2024-11-17,66-666-years-advent-of-the-dark-mage,-0.6903,105.46,real
2024-11-18,66-666-years-advent-of-the-dark-mage,-0.6903,105.46,real
2024-11-19,66-666-years-advent-of-the-dark-mage,-0.6903,105.46,real
2024-11-20,66-666-years-advent-of-the-dark-mage,-0.6903,105.46,real
2024-11-21,66-666-years-advent-of-the-dark-mage,-0.6903,105.46,real
2024-11-22,66-666-years-advent-of-the-dark-mage,-0.6903,105.46,real
2024-11-23,66-666-years-advent-of-the-dark-mage,-0.6903,105.46,real
2024-11-24,66-666-years-advent-of-the-dark-mage,0.8302,106.78,real
2024-11-25,66-666-years-advent-of-the-dark-mage,0.8302,106.78,real
2024-11-26,66-666-years-advent-of-the-dark-mage,0.8302,106.78,real
2024-11-27,66-666-years-advent-of-the-dark-mage,0.8302,106.78,real
2024-11-28,66-666-years-advent-of-the-dark-mage,0.8302,106.78,real
2024-11-29,66-666-years-advent-of-the-dark-mage,0.8302,106.78,real
2024-11-30,66-666-years-advent-of-the-dark-mage,0.8302,106.78,real
2024-12-01,66-666-years-advent-of-the-dark-mage,1.0777,108.52,real
2024-12-02,66-666-years-advent-of-the-dark-mage,1.0777,108.52,real
2024-12-03,66-666-years-advent-of-the-dark-mage,1.0777,108.52,real
2024-12-04,66-666-years-advent-of-the-dark-mage,1.0777,108.52,real
2024-12-05,66-666-years-advent-of-the-dark-mage,1.0777,108.52,real
2024-12-06,66-666-years-advent-of-the-dark-mage,1.0777,108.52,real
2024-12-07,66-666-years-advent-of-the-dark-mage,1.0777,108.52,real
2024-12-08,66-666-years-advent-of-the-dark-mage,-0.2605,108.1,real
2024-12-09,66-666-years-advent-of-the-dark-mage,-0.2605,108.1,real
2024-12-10,66-666-years-advent-of-the-dark-mage,-0.2605,108.1,real
2024-12-11,66-666-years-advent-of-the-dark-mage,-0.2605,108.1,real
2024-12-12,66-666-years-advent-of-the-dark-mage,-0.2605,108.1,real
2024-12-13,66-666-years-advent-of-the-dark-mage,-0.2605,108.1,real
2024-12-14,66-666-years-advent-of-the-dark-mage,-0.2605,108.1,real
2024-12-15,66-666-years-advent-of-the-dark-mage,-0.9278,106.6,real
2024-12-16,66-666-years-advent-of-the-dark-mage,-0.9278,106.6,real
2024-12-17,66-666-years-advent-of-the-dark-mage,-0.9278,106.6,real
2024-12-18,66-666-years-advent-of-the-dark-mage,-0.9278,106.6,real
2024-12-19,66-666-years-advent-of-the-dark-mage,-0.9278,106.6,real
2024-12-20,66-666-years-advent-of-the-dark-mage,-0.9278,106.6,real
2024-12-21,66-666-years-advent-of-the-dark-mage,-0.9278,106.6,real
2024-12-22,66-666-years-advent-of-the-dark-mage,-1.0431,104.95,real
2024-12-23,66-666-years-advent-of-the-dark-mage,-1.0431,104.95,real
2024-12-24,66-666-years-advent-of-the-dark-mage,-1.0431,104.95,real
2024-12-25,66-666-years-advent-of-the-dark-mage,-1.0431,104.95,real
2024-12-26,66-666-years-advent-of-the-dark-mage,-1.0431,104.95,real
2024-12-27,66-666-years-advent-of-the-dark-mage,-1.0431,104.95,real
2024-12-28,66-666-years-advent-of-the-dark-mage,-1.0431,104.95,real
2024-12-29,66-666-years-advent-of-the-dark-mage,-0.3891,104.34,real
2024-12-30,66-666-years-advent-of-the-dark-mage,-0.3891,104.34,real
2024-12-31,66-666-years-advent-of-the-dark-mage,-0.3891,104.34,real
2025-01-01,66-666-years-advent-of-the-dark-mage,-0.3891,104.34,real
2025-01-02,66-666-years-advent-of-the-dark-mage,-0.3891,104.34,real
2025-01-03,66-666-years-advent-of-the-dark-mage,-0.3891,104.34,real
2025-01-04,66-666-years-advent-of-the-dark-mage,-0.3891,104.34,real
2025-01-05,66-666-years-advent-of-the-dark-mage,0.8497,105.67,real
2025-01-06,66-666-years-advent-of-the-dark-mage,0.8497,105.67,real
2025-01-07,66-666-years-advent-of-the-dark-mage,0.8497,105.67,real
2025-01-08,66-666-years-advent-of-the-dark-mage,0.8497,105.67,real
2025-01-09,66-666-years-advent-of-the-dark-mage,0.8497,105.67,real
2025-01-10,66-666-years-advent-of-the-dark-mage,0.8497,105.67,real
2025-01-11,66-666-years-advent-of-the-dark-mage,0.8497,105.67,real
2025-01-12,66-666-years-advent-of-the-dark-mage,0.7584,106.88,real
2025-01-13,66-666-years-advent-of-the-dark-mage,0.7584,106.88,real
2025-01-14,66-666-years-advent-of-the-dark-mage,0.7584,106.88,real
2025-01-15,66-666-years-advent-of-the-dark-mage,0.7584,106.88,real
2025-01-16,66-666-years-advent-of-the-dark-mage,0.7584,106.88,real
2025-01-17,66-666-years-advent-of-the-dark-mage,0.7584,106.88,real
2025-01-18,66-666-years-advent-of-the-dark-mage,0.7584,106.88,real
2025-01-19,66-666-years-advent-of-the-dark-mage,0.4303,107.58,real
2025-01-20,66-666-years-advent-of-the-dark-mage,0.4303,107.58,real
2025-01-21,66-666-years-advent-of-the-dark-mage,0.4303,107.58,real
2025-01-22,66-666-years-advent-of-the-dark-mage,0.4303,107.58,real
2025-01-23,66-666-years-advent-of-the-dark-mage,0.4303,107.58,real
2025-01-24,66-666-years-advent-of-the-dark-mage,0.4303,107.58,real
2025-01-25,66-666-years-advent-of-the-dark-mage,0.4303,107.58,real
2025-01-26,66-666-years-advent-of-the-dark-mage,-0.6629,106.51,real
2025-01-27,66-666-years-advent-of-the-dark-mage,-0.6629,106.51,real
2025-01-28,66-666-years-advent-of-the-dark-mage,-0.6629,106.51,real
2025-01-29,66-666-years-advent-of-the-dark-mage,-0.6629,106.51,real
2025-01-30,66-666-years-advent-of-the-dark-mage,-0.6629,106.51,real
2025-01-31,66-666-years-advent-of-the-dark-mage,-0.6629,106.51,real
2025-02-01,66-666-years-advent-of-the-dark-mage,-0.6629,106.51,real
2025-02-02,66-666-years-advent-of-the-dark-mage,-1.0949,104.78,real
2025-02-03,66-666-years-advent-of-the-dark-mage,-1.0949,104.78,real
2025-02-04,66-666-years-advent-of-the-dark-mage,-1.0949,104.78,real
2025-02-05,66-666-years-advent-of-the-dark-mage,-1.0949,104.78,real
2025-02-06,66-666-years-advent-of-the-dark-mage,-1.0949,104.78,real
2025-02-07,66-666-years-advent-of-the-dark-mage,-1.0949,104.78,real
2025-02-08,66-666-years-advent-of-the-dark-mage,-1.0949,104.78,real
2025-02-09,66-666-years-advent-of-the-dark-mage,-0.8262,103.49,real
2025-02-10,66-666-years-advent-of-the-dark-mage,-0.8262,103.49,real
2025-02-11,66-666-years-advent-of-the-dark-mage,-0.8262,103.49,real
2025-02-12,66-666-years-advent-of-the-dark-mage,-0.8262,103.49,real
2025-02-13,66-666-years-advent-of-the-dark-mage,-0.8262,103.49,real
2025-02-14,66-666-years-advent-of-the-dark-mage,-0.8262,103.49,real
2025-02-15,66-666-years-advent-of-the-dark-mage,-0.8262,103.49,real
2025-02-16,66-666-years-advent-of-the-dark-mage,0.0284,103.53,real
2025-02-17,66-666-years-advent-of-the-dark-mage,0.0284,103.53,real
2025-02-18,66-666-years-advent-of-the-dark-mage,0.0284,103.53,real
2025-02-19,66-666-years-advent-of-the-dark-mage,0.0284,103.53,real
2025-02-20,66-666-years-advent-of-the-dark-mage,0.0284,103.53,real
2025-02-21,66-666-years-advent-of-the-dark-mage,0.0284,103.53,real
2025-02-22,66-666-years-advent-of-the-dark-mage,0.0284,103.53,real
2025-02-23,66-666-years-advent-of-the-dark-mage,1.0307,105.14,real
2025-02-24,66-666-years-advent-of-the-dark-mage,1.0307,105.14,real
2025-02-25,66-666-years-advent-of-the-dark-mage,1.0307,105.14,real
2025-02-26,66-666-years-advent-of-the-dark-mage,1.0307,105.14,real
2025-02-27,66-666-years-advent-of-the-dark-mage,1.0307,105.14,real
2025-02-28,66-666-years-advent-of-the-dark-mage,1.0307,105.14,real
2025-03-01,66-666-years-advent-of-the-dark-mage,1.0307,105.14,real
2025-03-02,66-666-years-advent-of-the-dark-mage,1.1152,106.92,real
2025-03-03,66-666-years-advent-of-the-dark-mage,1.1152,106.92,real
2025-03-04,66-666-years-advent-of-the-dark-mage,1.1152,106.92,real
2025-03-05,66-666-years-advent-of-the-dark-mage,1.1152,106.92,real
2025-03-06,66-666-years-advent-of-the-dark-mage,1.1152,106.92,real
2025-03-07,66-666-years-advent-of-the-dark-mage,1.1152,106.92,real
2025-03-08,66-666-years-advent-of-the-dark-mage,1.1152,106.92,real
2025-03-09,66-666-years-advent-of-the-dark-mage,0.6521,107.97,real
2025-03-10,66-666-years-advent-of-the-dark-mage,0.6521,107.97,real
2025-03-11,66-666-years-advent-of-the-dark-mage,0.6521,107.97,real
2025-03-12,66-666-years-advent-of-the-dark-mage,0.6521,107.97,real
2025-03-13,66-666-years-advent-of-the-dark-mage,0.6521,107.97,real
2025-03-14,66-666-years-advent-of-the-dark-mage,0.6521,107.97,real
2025-03-15,66-666-years-advent-of-the-dark-mage,0.6521,107.97,real
2025-03-16,66-666-years-advent-of-the-dark-mage,-0.7779,106.71,real
2025-03-17,66-666-years-advent-of-the-dark-mage,-0.7779,106.71,real
2025-03-18,66-666-years-advent-of-the-dark-mage,-0.7779,106.71,real
2025-03-19,66-666-years-advent-of-the-dark-mage,-0.7779,106.71,real
2025-03-20,66-666-years-advent-of-the-dark-mage,-0.7779,106.71,real
2025-03-21,66-666-years-advent-of-the-dark-mage,-0.7779,106.71,real
2025-03-22,66-666-years-advent-of-the-dark-mage,-0.7779,106.71,real
2025-03-23,66-666-years-advent-of-the-dark-mage,-0.0037,106.71,real
2025-03-24,66-666-years-advent-of-the-dark-mage,-0.0037,106.71,real
2025-03-25,66-666-years-advent-of-the-dark-mage,-0.0037,106.71,real
2025-03-26,66-666-years-advent-of-the-dark-mage,-0.0037,106.71,real
2025-03-27,66-666-years-advent-of-the-dark-mage,-0.0037,106.71,real
2025-03-28,66-666-years-advent-of-the-dark-mage,-0.0037,106.71,real
2025-03-29,66-666-years-advent-of-the-dark-mage,-0.0037,106.71,real
2025-03-30,66-666-years-advent-of-the-dark-mage,-0.5181,105.88,real
2025-03-31,66-666-years-advent-of-the-dark-mage,-0.5181,105.88,real
2025-04-01,66-666-years-advent-of-the-dark-mage,-0.5181,105.88,real
2025-04-02,66-666-years-advent-of-the-dark-mage,-0.5181,105.88,real
2025-04-03,66-666-years-advent-of-the-dark-mage,-0.5181,105.88,real
2025-04-04,66-666-years-advent-of-the-dark-mage,-0.5181,105.88,real
2025-04-05,66-666-years-advent-of-the-dark-mage,-0.5181,105.88,real
2025-04-06,66-666-years-advent-of-the-dark-mage,-1.133,104.1,real
2025-04-07,66-666-years-advent-of-the-dark-mage,-1.133,104.1,real
2025-04-08,66-666-years-advent-of-the-dark-mage,-1.133,104.1,real
2025-04-09,66-666-years-advent-of-the-dark-mage,-1.133,104.1,real
2025-04-10,66-666-years-advent-of-the-dark-mage,-1.133,104.1,real
2025-04-11,66-666-years-advent-of-the-dark-mage,-1.133,104.1,real
2025-04-12,66-666-years-advent-of-the-dark-mage,-1.133,104.1,real
2025-04-13,66-666-years-advent-of-the-dark-mage,-0.9155,102.68,real
2025-04-14,66-666-years-advent-of-the-dark-mage,-0.9155,102.68,real
2025-04-15,66-666-years-advent-of-the-dark-mage,-0.9155,102.68,real
2025-04-16,66-666-years-advent-of-the-dark-mage,-0.9155,102.68,real
2025-04-17,66-666-years-advent-of-the-dark-mage,-0.9155,102.68,real
2025-04-18,66-666-years-advent-of-the-dark-mage,-0.9155,102.68,real
2025-04-19,66-666-years-advent-of-the-dark-mage,-0.9155,102.68,real
2025-04-20,66-666-years-advent-of-the-dark-mage,-0.3521,102.14,real
2025-04-21,66-666-years-advent-of-the-dark-mage,-0.3521,102.14,real
2025-04-22,66-666-years-advent-of-the-dark-mage,-0.3521,102.14,real
2025-04-23,66-666-years-advent-of-the-dark-mage,-0.3521,102.14,real
2025-04-24,66-666-years-advent-of-the-dark-mage,-0.3521,102.14,real
2025-04-25,66-666-years-advent-of-the-dark-mage,-0.3521,102.14,real
2025-04-26,66-666-years-advent-of-the-dark-mage,-0.3521,102.14,real
2025-04-27,66-666-years-advent-of-the-dark-mage,0.5847,103.04,real
2025-04-28,66-666-years-advent-of-the-dark-mage,0.5847,103.04,real
2025-04-29,66-666-years-advent-of-the-dark-mage,0.5847,103.04,real
2025-04-30,66-666-years-advent-of-the-dark-mage,0.5847,103.04,real
2025-05-01,66-666-years-advent-of-the-dark-mage,0.5847,103.04,real
2025-05-02,66-666-years-advent-of-the-dark-mage,0.5847,103.04,real
2025-05-03,66-666-years-advent-of-the-dark-mage,0.5847,103.04,real
2025-05-04,66-666-years-advent-of-the-dark-mage,0.9557,104.53,real
2025-05-05,66-666-years-advent-of-the-dark-mage,0.9557,104.53,real
2025-05-06,66-666-years-advent-of-the-dark-mage,0.9557,104.53,real
2025-05-07,66-666-years-advent-of-the-dark-mage,0.9557,104.53,real
2025-05-08,66-666-years-advent-of-the-dark-mage,0.9557,104.53,real
2025-05-09,66-666-years-advent-of-the-dark-mage,0.9557,104.53,real
2025-05-10,66-666-years-advent-of-the-dark-mage,0.9557,104.53,real
2025-05-11,66-666-years-advent-of-the-dark-mage,1.333,106.64,real
2025-05-12,66-666-years-advent-of-the-dark-mage,1.333,106.64,real
2025-05-13,66-666-years-advent-of-the-dark-mage,1.333,106.64,real
2025-05-14,66-666-years-advent-of-the-dark-mage,1.333,106.64,real
2025-05-15,66-666-years-advent-of-the-dark-mage,1.333,106.64,real
2025-05-16,66-666-years-advent-of-the-dark-mage,1.333,106.64,real
2025-05-17,66-666-years-advent-of-the-dark-mage,1.333,106.64,real
2025-05-18,66-666-years-advent-of-the-dark-mage,0.8464,108.0,real
2025-05-19,66-666-years-advent-of-the-dark-mage,0.8464,108.0,real
2025-05-20,66-666-years-advent-of-the-dark-mage,0.8464,108.0,real
2025-05-21,66-666-years-advent-of-the-dark-mage,0.8464,108.0,real
2025-05-22,66-666-years-advent-of-the-dark-mage,0.8464,108.0,real
2025-05-23,66-666-years-advent-of-the-dark-mage,0.8464,108.0,real
2025-05-24,66-666-years-advent-of-the-dark-mage,0.8464,108.0,real
2025-05-25,66-666-years-advent-of-the-dark-mage,-0.3886,107.37,real
2025-05-26,66-666-years-advent-of-the-dark-mage,-0.3886,107.37,real
2025-05-27,66-666-years-advent-of-the-dark-mage,-0.3886,107.37,real
2025-05-28,66-666-years-advent-of-the-dark-mage,-0.3886,107.37,real
2025-05-29,66-666-years-advent-of-the-dark-mage,-0.3886,107.37,real
2025-05-30,66-666-years-advent-of-the-dark-mage,-0.3886,107.37,real
2025-05-31,66-666-years-advent-of-the-dark-mage,-0.3886,107.37,real
2025-06-01,66-666-years-advent-of-the-dark-mage,-0.7115,106.23,real
2025-06-02,66-666-years-advent-of-the-dark-mage,-0.7115,106.23,real
2025-06-03,66-666-years-advent-of-the-dark-mage,-0.7115,106.23,real
2025-06-04,66-666-years-advent-of-the-dark-mage,-0.7115,106.23,real
2025-06-05,66-666-years-advent-of-the-dark-mage,-0.7115,106.23,real
2025-06-06,66-666-years-advent-of-the-dark-mage,-0.7115,106.23,real
2025-06-07,66-666-years-advent-of-the-dark-mage,-0.7115,106.23,real
2025-06-08,66-666-years-advent-of-the-dark-mage,-0.609,105.26,real
2025-06-09,66-666-years-advent-of-the-dark-mage,-0.609,105.26,real
2025-06-10,66-666-years-advent-of-the-dark-mage,-0.609,105.26,real
2025-06-11,66-666-years-advent-of-the-dark-mage,-0.609,105.26,real
2025-06-12,66-666-years-advent-of-the-dark-mage,-0.609,105.26,real
2025-06-13,66-666-years-advent-of-the-dark-mage,-0.609,105.26,real
2025-06-14,66-666-years-advent-of-the-dark-mage,-0.609,105.26,real
2025-06-15,66-666-years-advent-of-the-dark-mage,-1.1928,103.4,real
2025-06-16,66-666-years-advent-of-the-dark-mage,-1.1928,103.4,real
2025-06-17,66-666-years-advent-of-the-dark-mage,-1.1928,103.4,real
2025-06-18,66-666-years-advent-of-the-dark-mage,-1.1928,103.4,real
2025-06-19,66-666-years-advent-of-the-dark-mage,-1.1928,103.4,real
2025-06-20,66-666-years-advent-of-the-dark-mage,-1.1928,103.4,real
